Title,Videos_url,Videos_ID,Videos_Thumbnail
Roadmap To Crack Your First Data Science Job,https://www.youtube.com/watch?v=V20ZZt8lVxM,V20ZZt8lVxM,https://i.ytimg.com/vi/V20ZZt8lVxM/hqdefault.jpg
